Video_id,Segment_id,Pred,Pred_binary,Pred_7
2o2ljA0QD7g,2,0.48,positive,slightly positive
2vsgDSlJ9pU,0,0.26,positive,Neutral
2vsgDSlJ9pU,1,1.53,positive,positive
2vsgDSlJ9pU,2,0.84,positive,slightly positive
2vsgDSlJ9pU,3,-0.22,negative,Neutral
2ze94yo2aPo,0,0.56,positive,slightly positive
2ze94yo2aPo,1,1.26,positive,slightly positive
2ze94yo2aPo,2,0.53,positive,slightly positive
2ze94yo2aPo,3,0.16,positive,Neutral
34cU3HO_hEA,0,-0.03,negative,Neutral
35694,0,0.14,positive,Neutral
35694,1,0.44,positive,slightly positive
35694,2,-1.45,negative,negative
35694,3,-1.24,negative,slightly negative
35694,4,-1.42,negative,negative
35694,5,-1.33,negative,negative
35694,6,-1.67,negative,negative
35694,7,-0.4,negative,Neutral
35694,8,-1.78,negative,negative
35694,9,0.56,positive,slightly positive
35694,10,-1.98,negative,negative
35694,11,-1.25,negative,slightly negative
35694,12,0.16,positive,Neutral
35694,13,-0.07,negative,Neutral
35694,14,-0.05,negative,Neutral
35694,15,-0.09,negative,Neutral
35694,16,0.07,positive,Neutral
35694,17,0.2,positive,Neutral
37NMbnd7r20,0,-0.22,negative,Neutral
3At-BKm9eYk,0,0.34,positive,Neutral
3At-BKm9eYk,1,-1.48,negative,negative
3At-BKm9eYk,2,-0.92,negative,slightly negative
3At-BKm9eYk,3,-0.63,negative,slightly negative
3At-BKm9eYk,4,-0.38,negative,Neutral
3At-BKm9eYk,5,1.24,positive,slightly positive
3At-BKm9eYk,6,-0.26,negative,Neutral
3At-BKm9eYk,7,0.35,positive,Neutral
3HyAaqre_Fk,0,-0.31,negative,Neutral
3HyAaqre_Fk,1,0.2,positive,Neutral
3HyAaqre_Fk,2,1.12,positive,slightly positive
3IUVpwx23cY,0,0.59,positive,slightly positive
3IUVpwx23cY,1,0.07,positive,Neutral
3IUVpwx23cY,2,0.59,positive,slightly positive
3IUVpwx23cY,3,0.24,positive,Neutral
3OYY5Tsz_2k,0,0.13,positive,Neutral
3OYY5Tsz_2k,1,0.29,positive,Neutral
3OYY5Tsz_2k,2,0.12,positive,Neutral
3OYY5Tsz_2k,3,0.09,positive,Neutral
3OYY5Tsz_2k,4,-0.0,negative,Neutral
3OYY5Tsz_2k,5,0.31,positive,Neutral
3REPHw7oLWo,0,-0.37,negative,Neutral
3REPHw7oLWo,1,0.29,positive,Neutral
3REPHw7oLWo,2,0.01,positive,Neutral
3REPHw7oLWo,3,0.59,positive,slightly positive
3UOqbf_B_Yc,0,0.29,positive,Neutral
3UOqbf_B_Yc,1,1.95,positive,positive
3UOqbf_B_Yc,2,1.52,positive,positive
3UOqbf_B_Yc,3,0.15,positive,Neutral
3WZ6R9B0PcU,0,-0.37,negative,Neutral
3XShFTBsp_Q,0,0.39,positive,Neutral
3hOlJf_JQDs,0,2.49,positive,very positive
3hOlJf_JQDs,1,1.58,positive,positive
3odZe3AGilc,0,1.08,positive,slightly positive
3odZe3AGilc,1,1.48,positive,positive
3odZe3AGilc,2,0.84,positive,slightly positive
3wHE78v9zr4,0,0.44,positive,slightly positive
3wHE78v9zr4,1,1.76,positive,positive
3wHE78v9zr4,2,-0.6,negative,slightly negative
3wHE78v9zr4,3,0.09,positive,Neutral
3wHE78v9zr4,4,-0.05,negative,Neutral
3wHE78v9zr4,5,-0.18,negative,Neutral
3wHE78v9zr4,6,0.47,positive,slightly positive
3wHE78v9zr4,7,0.49,positive,slightly positive
3wHE78v9zr4,8,0.45,positive,slightly positive
3wHE78v9zr4,9,0.82,positive,slightly positive
3wHE78v9zr4,10,1.18,positive,slightly positive
3wHE78v9zr4,11,2.52,positive,very positive
3wHE78v9zr4,12,-0.18,negative,Neutral
3wHE78v9zr4,13,0.79,positive,slightly positive
3wHE78v9zr4,14,1.42,positive,positive
3wHE78v9zr4,15,0.95,positive,slightly positive
3wHE78v9zr4,16,0.7,positive,slightly positive
3wHE78v9zr4,17,0.18,positive,Neutral
3wHE78v9zr4,18,-1.01,negative,slightly negative
3wHE78v9zr4,19,0.09,positive,Neutral
3wHE78v9zr4,20,0.05,positive,Neutral
3wHE78v9zr4,21,0.8,positive,slightly positive
3wHE78v9zr4,22,-0.32,negative,Neutral
3wHE78v9zr4,23,-0.57,negative,slightly negative
3wHE78v9zr4,24,-1.36,negative,negative
3wHE78v9zr4,25,0.64,positive,slightly positive
3wHE78v9zr4,26,0.57,positive,slightly positive
41381,0,-0.96,negative,slightly negative
41381,1,1.62,positive,positive
41381,2,0.23,positive,Neutral
41381,3,0.23,positive,Neutral
41381,4,-0.2,negative,Neutral
41381,5,-1.38,negative,negative
41381,6,0.17,positive,Neutral
41381,7,0.2,positive,Neutral
41381,8,-1.09,negative,slightly negative
41381,9,-1.09,negative,slightly negative
41381,10,-1.83,negative,negative
424SXFTCFsA,0,0.14,positive,Neutral
424SXFTCFsA,1,0.96,positive,slightly positive
424SXFTCFsA,2,0.39,positive,Neutral
424SXFTCFsA,3,0.53,positive,slightly positive
46495,0,-0.06,negative,Neutral
46495,1,0.08,positive,Neutral
46495,2,0.12,positive,Neutral
46495,3,0.11,positive,Neutral
46495,4,-1.13,negative,slightly negative
46495,5,0.12,positive,Neutral
46495,6,-1.82,negative,negative
46495,7,-1.81,negative,negative
46495,8,-1.99,negative,negative
46495,9,-1.78,negative,negative
46615,0,-1.54,negative,negative
46615,1,0.26,positive,Neutral
46615,2,-0.05,negative,Neutral
46615,3,-0.29,negative,Neutral
46615,4,-1.72,negative,negative
46615,5,-0.04,negative,Neutral
46615,6,-1.94,negative,negative
46615,7,-1.93,negative,negative
46615,8,-0.72,negative,slightly negative
46615,9,-1.71,negative,negative
4EDblUpJieU,0,0.33,positive,Neutral
4EDblUpJieU,1,0.3,positive,Neutral
4YfyP0uIqw0,0,-0.21,negative,Neutral
4dAYMzRyndc,0,0.5,positive,slightly positive
4dAYMzRyndc,1,0.12,positive,Neutral
4dAYMzRyndc,2,-0.09,negative,Neutral
4dAYMzRyndc,3,1.03,positive,slightly positive
4dAYMzRyndc,4,-0.01,negative,Neutral
4dAYMzRyndc,5,0.77,positive,slightly positive
4dAYMzRyndc,6,-0.51,negative,slightly negative
4o4ilPK9rl8,0,-0.61,negative,slightly negative
4t5k_yILGJM,0,-0.39,negative,Neutral
4wLP4elp1uM,0,-1.35,negative,negative
4wLP4elp1uM,1,-0.59,negative,slightly negative
53609,0,-1.36,negative,negative
53609,1,-2.29,negative,very negative
53609,2,-2.02,negative,negative
53609,3,-1.38,negative,negative
53609,4,-0.65,negative,slightly negative
53609,5,-2.23,negative,very negative
53609,6,1.52,positive,positive
53609,7,0.65,positive,slightly positive
53609,8,0.14,positive,Neutral
53609,9,0.8,positive,slightly positive
53609,10,-0.27,negative,Neutral
53609,11,-0.13,negative,Neutral
53609,12,-1.2,negative,slightly negative
53609,13,-0.41,negative,Neutral
53609,14,-1.51,negative,negative
53609,15,-1.24,negative,slightly negative
53766,0,0.56,positive,slightly positive
53766,1,-0.1,negative,Neutral
53766,2,0.13,positive,Neutral
53766,3,-0.02,negative,Neutral
53766,4,0.1,positive,Neutral
53766,5,0.46,positive,slightly positive
53766,6,0.56,positive,slightly positive
53766,7,0.1,positive,Neutral
53766,8,0.51,positive,slightly positive
53766,9,-0.48,negative,slightly negative
56989,0,-2.14,negative,very negative
56989,1,-1.64,negative,negative
56989,2,0.2,positive,Neutral
56989,3,-0.25,negative,Neutral
56989,4,-2.73,negative,very negative
56989,5,0.39,positive,Neutral
56989,6,-2.38,negative,very negative
56989,7,-2.1,negative,negative
56989,8,-2.33,negative,very negative
56989,9,-0.16,negative,Neutral
56989,10,1.54,positive,positive
56989,11,-1.88,negative,negative
56989,12,1.25,positive,slightly positive
56989,13,1.42,positive,positive
59673,0,-0.64,negative,slightly negative
59673,1,-1.61,negative,negative
59673,2,-0.47,negative,slightly negative
59673,3,-1.16,negative,slightly negative
59673,4,0.58,positive,slightly positive
59673,5,0.06,positive,Neutral
59673,6,-0.76,negative,slightly negative
59673,7,0.49,positive,slightly positive
59673,8,0.38,positive,Neutral
59673,9,-0.8,negative,slightly negative
59673,10,-0.1,negative,Neutral
59673,11,-0.93,negative,slightly negative
59673,12,-1.43,negative,negative
59673,13,-1.48,negative,negative
5eY4S1F62Z4,0,-0.44,negative,slightly negative
5eY4S1F62Z4,1,-0.28,negative,Neutral
5eY4S1F62Z4,2,-0.51,negative,slightly negative
5eY4S1F62Z4,3,-0.87,negative,slightly negative
5eY4S1F62Z4,4,0.59,positive,slightly positive
5eY4S1F62Z4,5,1.11,positive,slightly positive
5eY4S1F62Z4,6,0.54,positive,slightly positive
5eY4S1F62Z4,7,1.37,positive,positive
5eY4S1F62Z4,8,0.32,positive,Neutral
5eY4S1F62Z4,9,0.43,positive,slightly positive
5eY4S1F62Z4,10,0.51,positive,slightly positive
5eY4S1F62Z4,11,0.96,positive,slightly positive
5eY4S1F62Z4,12,0.44,positive,slightly positive
5eY4S1F62Z4,13,0.55,positive,slightly positive
5eY4S1F62Z4,14,1.1,positive,slightly positive
5eY4S1F62Z4,15,0.82,positive,slightly positive
5eY4S1F62Z4,16,0.99,positive,slightly positive
5fKPJPFqPho,0,-0.74,negative,slightly negative
5fKPJPFqPho,1,-0.42,negative,Neutral
5fKPJPFqPho,2,0.09,positive,Neutral
5fKPJPFqPho,3,-0.35,negative,Neutral
5fKPJPFqPho,4,0.0,positive,Neutral
5fKPJPFqPho,5,-0.02,negative,Neutral
5fKPJPFqPho,6,0.04,positive,Neutral
5fKPJPFqPho,7,-0.18,negative,Neutral
5fKPJPFqPho,8,0.02,positive,Neutral
5fKPJPFqPho,9,0.15,positive,Neutral
5fKPJPFqPho,10,-0.12,negative,Neutral
5lrDS7LluCA,0,-0.36,negative,Neutral
5lrDS7LluCA,1,-0.25,negative,Neutral
5lrDS7LluCA,2,-0.88,negative,slightly negative
5lrDS7LluCA,3,0.23,positive,Neutral
5lrDS7LluCA,4,1.5,positive,positive
5lrDS7LluCA,5,-0.03,negative,Neutral
5lrDS7LluCA,6,-0.75,negative,slightly negative
5pxFqJ5hKMU,0,0.77,positive,slightly positive
5pxFqJ5hKMU,1,0.61,positive,slightly positive
5vwXp27bCLw,0,0.38,positive,Neutral
5vwXp27bCLw,1,-0.57,negative,slightly negative
5vwXp27bCLw,2,-0.16,negative,Neutral
5vwXp27bCLw,3,0.37,positive,Neutral
5vwXp27bCLw,4,-1.23,negative,slightly negative
5vwXp27bCLw,5,-0.72,negative,slightly negative
5vwXp27bCLw,6,-0.08,negative,Neutral
5vwXp27bCLw,7,-0.22,negative,Neutral
5vwXp27bCLw,8,1.62,positive,positive
5vwXp27bCLw,9,-1.03,negative,slightly negative
5vwXp27bCLw,10,-0.75,negative,slightly negative
5vwXp27bCLw,11,-0.12,negative,Neutral
5vwXp27bCLw,12,-1.74,negative,negative
5xa0Ac2krGs,0,0.91,positive,slightly positive
5xa0Ac2krGs,1,0.46,positive,slightly positive
61531,0,0.97,positive,slightly positive
61531,1,1.64,positive,positive
61531,2,0.11,positive,Neutral
61531,3,0.28,positive,Neutral
61531,4,1.01,positive,slightly positive
61531,5,1.92,positive,positive
61531,6,0.99,positive,slightly positive
61531,7,0.18,positive,Neutral
61531,8,0.1,positive,Neutral
61531,9,-0.02,negative,Neutral
61531,10,0.77,positive,slightly positive
61531,11,0.37,positive,Neutral
61531,12,0.02,positive,Neutral
61531,13,2.65,positive,very positive
61531,14,2.21,positive,very positive
61531,15,1.28,positive,slightly positive
61531,16,1.7,positive,positive
63951,0,-2.49,negative,very negative
63951,1,-2.45,negative,very negative
63951,2,-2.48,negative,very negative
63951,3,-2.62,negative,very negative
63951,4,0.01,positive,Neutral
63951,5,-2.1,negative,negative
63951,6,0.09,positive,Neutral
63951,7,-0.02,negative,Neutral
63951,8,-0.71,negative,slightly negative
63951,9,0.19,positive,Neutral
63951,10,-0.23,negative,Neutral
63951,11,-0.41,negative,Neutral
63951,12,-2.82,negative,very negative
63951,13,-2.69,negative,very negative
63951,14,-2.35,negative,very negative
63951,15,-1.48,negative,negative
67uKYi7mslE,0,1.28,positive,slightly positive
67uKYi7mslE,1,1.39,positive,positive
67uKYi7mslE,2,0.11,positive,Neutral
67uKYi7mslE,3,0.46,positive,slightly positive
67uKYi7mslE,4,1.33,positive,positive
67uKYi7mslE,5,0.32,positive,Neutral
67uKYi7mslE,6,0.04,positive,Neutral
67uKYi7mslE,7,0.78,positive,slightly positive
67uKYi7mslE,8,-1.2,negative,slightly negative
67uKYi7mslE,9,0.12,positive,Neutral
67uKYi7mslE,10,0.47,positive,slightly positive
67uKYi7mslE,11,0.78,positive,slightly positive
67uKYi7mslE,12,0.12,positive,Neutral
67uKYi7mslE,13,0.15,positive,Neutral
67uKYi7mslE,14,1.15,positive,slightly positive
67uKYi7mslE,15,0.19,positive,Neutral
67uKYi7mslE,16,1.01,positive,slightly positive
67uKYi7mslE,17,0.24,positive,Neutral
67uKYi7mslE,18,0.46,positive,slightly positive
69824,0,-1.95,negative,negative
69824,1,0.67,positive,slightly positive
69824,2,-2.98,negative,very negative
69824,3,1.01,positive,slightly positive
69824,4,-2.31,negative,very negative
69824,5,-0.22,negative,Neutral
69824,6,-1.59,negative,negative
69824,7,0.47,positive,slightly positive
6EDoVEm16fU,0,0.0,positive,Neutral
6EDoVEm16fU,1,0.55,positive,slightly positive
6EDoVEm16fU,2,0.85,positive,slightly positive
6EDoVEm16fU,3,1.33,positive,positive
6EDoVEm16fU,4,0.37,positive,Neutral
6EDoVEm16fU,5,0.12,positive,Neutral
6EDoVEm16fU,6,0.95,positive,slightly positive
6EDoVEm16fU,7,0.95,positive,slightly positive
6EDoVEm16fU,8,0.74,positive,slightly positive
6EJHA6IDLNk,0,0.61,positive,slightly positive
6EJHA6IDLNk,1,0.54,positive,slightly positive
6EJHA6IDLNk,2,0.31,positive,Neutral
6RFVsOWK1m4,0,-0.13,negative,Neutral
6RFVsOWK1m4,1,-1.01,negative,slightly negative
6RFVsOWK1m4,2,0.29,positive,Neutral
6RFVsOWK1m4,3,0.16,positive,Neutral
6RFVsOWK1m4,4,0.06,positive,Neutral
6RFVsOWK1m4,5,-1.54,negative,negative
6RFVsOWK1m4,6,0.68,positive,slightly positive
6RFVsOWK1m4,7,-0.14,negative,Neutral
6brtMLkjjYk,0,0.94,positive,slightly positive
6brtMLkjjYk,1,1.34,positive,positive
6brtMLkjjYk,2,-0.08,negative,Neutral
6gtfeIqGasE,0,0.05,positive,Neutral
6gtfeIqGasE,1,0.2,positive,Neutral
6gtfeIqGasE,2,0.94,positive,slightly positive
6gtfeIqGasE,3,2.34,positive,very positive
6gtfeIqGasE,4,2.65,positive,very positive
6uoM8-9d0zA,0,1.19,positive,slightly positive
79356,0,-0.52,negative,slightly negative
79356,1,-0.27,negative,Neutral
79356,2,2.14,positive,positive
79356,3,2.54,positive,very positive
79356,4,-0.65,negative,slightly negative
79356,5,2.62,positive,very positive
79356,6,2.24,positive,very positive
79356,7,-1.2,negative,slightly negative
79356,8,-1.12,negative,slightly negative
79356,9,1.9,positive,positive
79356,10,-0.85,negative,slightly negative
79356,11,-0.13,negative,Neutral
79356,12,-0.01,negative,Neutral
7IxmlIwqigw,0,-0.03,negative,Neutral
7IxmlIwqigw,1,0.4,positive,Neutral
7IxmlIwqigw,2,-0.12,negative,Neutral
7IxmlIwqigw,3,1.45,positive,positive
7IxmlIwqigw,4,0.54,positive,slightly positive
7IxmlIwqigw,5,2.02,positive,positive
7IxmlIwqigw,6,-0.59,negative,slightly negative
7IxmlIwqigw,7,-0.27,negative,Neutral
7IxmlIwqigw,8,0.12,positive,Neutral
7IxmlIwqigw,9,0.22,positive,Neutral
7deoh0NoMs4,0,0.93,positive,slightly positive
7deoh0NoMs4,1,0.93,positive,slightly positive
7f3ndBCx_JE,0,1.15,positive,slightly positive
7f3ndBCx_JE,1,1.75,positive,positive
7f3ndBCx_JE,2,1.34,positive,positive
7idU7rR77Ss,0,-0.59,negative,slightly negative
7idU7rR77Ss,1,-0.05,negative,Neutral
7idU7rR77Ss,2,-1.17,negative,slightly negative
7idU7rR77Ss,3,-0.07,negative,Neutral
7idU7rR77Ss,4,0.09,positive,Neutral
7mb8Y2AhXIY,0,0.98,positive,slightly positive
7mb8Y2AhXIY,1,0.22,positive,Neutral
7mb8Y2AhXIY,2,-1.22,negative,slightly negative
7mb8Y2AhXIY,3,1.05,positive,slightly positive
7npCA0zoQ8Q,0,0.67,positive,slightly positive
7npCA0zoQ8Q,1,1.83,positive,positive
7npCA0zoQ8Q,2,1.76,positive,positive
83400,0,-1.27,negative,slightly negative
83400,1,0.14,positive,Neutral
83400,2,0.1,positive,Neutral
83400,3,0.08,positive,Neutral
83400,4,0.0,positive,Neutral
83400,5,-0.5,negative,slightly negative
83400,6,-0.1,negative,Neutral
83400,7,-0.33,negative,Neutral
83400,8,-0.52,negative,slightly negative
83400,9,-1.8,negative,negative
83400,10,1.69,positive,positive
86c2OkQ3_U8,0,-2.1,negative,negative
86c2OkQ3_U8,1,-0.65,negative,slightly negative
86c2OkQ3_U8,2,1.08,positive,slightly positive
86c2OkQ3_U8,3,0.88,positive,slightly positive
86c2OkQ3_U8,4,-0.95,negative,slightly negative
86c2OkQ3_U8,5,0.33,positive,Neutral
86c2OkQ3_U8,6,0.19,positive,Neutral
86c2OkQ3_U8,7,0.21,positive,Neutral
86c2OkQ3_U8,8,0.52,positive,slightly positive
86c2OkQ3_U8,9,-1.13,negative,slightly negative
86c2OkQ3_U8,10,0.97,positive,slightly positive
88791,0,-2.44,negative,very negative
88791,1,-2.11,negative,negative
88791,2,-0.35,negative,Neutral
88791,3,-1.36,negative,negative
88791,4,0.52,positive,slightly positive
88791,5,-0.22,negative,Neutral
88791,6,0.19,positive,Neutral
88791,7,-0.65,negative,slightly negative
88791,8,0.56,positive,slightly positive
88791,9,-0.26,negative,Neutral
88791,10,0.16,positive,Neutral
88791,11,-0.39,negative,Neutral
88791,12,-0.15,negative,Neutral
88791,13,-2.44,negative,very negative
88791,14,-0.3,negative,Neutral
88791,15,-1.45,negative,negative
89ZmOPOilu4,0,0.28,positive,Neutral
89ZmOPOilu4,1,-1.92,negative,negative
8NPaDkOiXw4,0,0.89,positive,slightly positive
8NPaDkOiXw4,1,0.46,positive,slightly positive
8NPaDkOiXw4,2,-1.68,negative,negative
8NPaDkOiXw4,3,0.96,positive,slightly positive
8TDAP0KNIIw,0,0.14,positive,Neutral
8TDAP0KNIIw,1,0.25,positive,Neutral
8VhVf0TbjDA,0,1.51,positive,positive
8VhVf0TbjDA,1,0.51,positive,slightly positive
8XZszYrUSCQ,0,0.88,positive,slightly positive
8XZszYrUSCQ,1,0.58,positive,slightly positive
8XZszYrUSCQ,2,0.29,positive,Neutral
8XZszYrUSCQ,3,1.1,positive,slightly positive
8i7u3fl-hP8,0,0.56,positive,slightly positive
8i7u3fl-hP8,1,0.79,positive,slightly positive
8i7u3fl-hP8,2,0.76,positive,slightly positive
8jY_RhOS89o,0,0.43,positive,slightly positive
8jY_RhOS89o,1,0.94,positive,slightly positive
8jY_RhOS89o,2,1.27,positive,slightly positive
8jY_RhOS89o,3,1.17,positive,slightly positive
8lfS97s2AKc,0,1.1,positive,slightly positive
8lfS97s2AKc,1,0.42,positive,Neutral
8lfS97s2AKc,2,-1.83,negative,negative
8lfS97s2AKc,3,1.78,positive,positive
8lfS97s2AKc,4,-1.33,negative,negative
8lfS97s2AKc,5,-0.03,negative,Neutral
8lfS97s2AKc,6,1.51,positive,positive
8lfS97s2AKc,7,-1.14,negative,slightly negative
8wNr-NQImFg,0,-0.07,negative,Neutral
8wNr-NQImFg,1,-0.79,negative,slightly negative
8wNr-NQImFg,2,-0.42,negative,Neutral
8wNr-NQImFg,3,0.11,positive,Neutral
8wNr-NQImFg,4,0.99,positive,slightly positive
8wNr-NQImFg,5,0.28,positive,Neutral
8wNr-NQImFg,6,1.42,positive,positive
8wNr-NQImFg,7,1.16,positive,slightly positive
8wQhzezNcUY,0,0.94,positive,slightly positive
8wQhzezNcUY,1,1.73,positive,positive
8wQhzezNcUY,2,0.35,positive,Neutral
8wQhzezNcUY,3,1.62,positive,positive
8wQhzezNcUY,4,0.61,positive,slightly positive
8wQhzezNcUY,5,0.2,positive,Neutral
8wQhzezNcUY,6,-1.34,negative,negative
91844,0,-1.98,negative,negative
91844,1,-2.11,negative,negative
91844,2,0.65,positive,slightly positive
91844,3,-0.7,negative,slightly negative
91844,4,0.03,positive,Neutral
91844,5,1.59,positive,positive
91844,6,-0.26,negative,Neutral
91844,7,0.45,positive,slightly positive
91844,8,0.97,positive,slightly positive
91844,9,0.16,positive,Neutral
91844,10,-0.17,negative,Neutral
91844,11,-0.52,negative,slightly negative
91844,12,-1.45,negative,negative
91844,13,0.17,positive,Neutral
92291,0,0.09,positive,Neutral
92291,1,-0.17,negative,Neutral
92291,2,-1.43,negative,negative
92291,3,0.37,positive,Neutral
92291,4,-1.41,negative,negative
92291,5,-1.88,negative,negative
92291,6,-1.46,negative,negative
92291,7,-1.61,negative,negative
92496,0,-2.39,negative,very negative
92496,1,-1.51,negative,negative
92496,2,-1.88,negative,negative
92496,3,-1.12,negative,slightly negative
92496,4,-3.04,negative,very negative
92496,5,0.8,positive,slightly positive
93iGT5oueTA,0,0.26,positive,Neutral
93iGT5oueTA,1,-1.24,negative,slightly negative
93iGT5oueTA,2,0.08,positive,Neutral
93iGT5oueTA,3,-0.06,negative,Neutral
93iGT5oueTA,4,1.49,positive,positive
93iGT5oueTA,5,0.41,positive,Neutral
93iGT5oueTA,6,0.45,positive,slightly positive
93iGT5oueTA,7,-1.36,negative,negative
93iGT5oueTA,8,0.12,positive,Neutral
93iGT5oueTA,9,-2.28,negative,very negative
93iGT5oueTA,10,-1.24,negative,slightly negative
94481,0,2.44,positive,very positive
94481,1,0.56,positive,slightly positive
94481,2,1.34,positive,positive
94481,3,0.02,positive,Neutral
94481,4,2.25,positive,very positive
94481,5,1.0,positive,slightly positive
94481,6,1.79,positive,positive
94481,7,0.73,positive,slightly positive
94481,8,1.48,positive,positive
94481,9,0.76,positive,slightly positive
94481,10,1.02,positive,slightly positive
94481,11,0.45,positive,slightly positive
97ENTofrmNo,0,0.79,positive,slightly positive
97ENTofrmNo,1,1.82,positive,positive
97ENTofrmNo,2,1.64,positive,positive
97ENTofrmNo,3,1.49,positive,positive
9GzFQBljNIY,0,-0.79,negative,slightly negative
9GzFQBljNIY,1,0.55,positive,slightly positive
9GzFQBljNIY,2,-0.6,negative,slightly negative
9GzFQBljNIY,3,-1.05,negative,slightly negative
9GzFQBljNIY,4,0.78,positive,slightly positive
9GzFQBljNIY,5,0.06,positive,Neutral
9Lr4i7bIB6w,0,0.58,positive,slightly positive
9Lr4i7bIB6w,1,0.43,positive,slightly positive
9Lr4i7bIB6w,2,1.05,positive,slightly positive
9Lr4i7bIB6w,3,0.28,positive,Neutral
9Lr4i7bIB6w,4,0.5,positive,slightly positive
9Lr4i7bIB6w,5,0.9,positive,slightly positive
9Lr4i7bIB6w,6,-0.05,negative,Neutral
9Lr4i7bIB6w,7,0.51,positive,slightly positive
9Lr4i7bIB6w,8,0.86,positive,slightly positive
9Lr4i7bIB6w,9,0.44,positive,slightly positive
9PzZSheh10U,0,1.08,positive,slightly positive
9PzZSheh10U,1,0.13,positive,Neutral
9PzZSheh10U,2,0.3,positive,Neutral
9PzZSheh10U,3,0.39,positive,Neutral
9PzZSheh10U,4,-0.35,negative,Neutral
9PzZSheh10U,5,-0.18,negative,Neutral
9PzZSheh10U,6,-0.07,negative,Neutral
9PzZSheh10U,7,0.26,positive,Neutral
9PzZSheh10U,8,1.59,positive,positive
9PzZSheh10U,9,1.21,positive,slightly positive
9PzZSheh10U,10,1.51,positive,positive
9PzZSheh10U,11,1.52,positive,positive
9PzZSheh10U,12,0.4,positive,Neutral
9PzZSheh10U,13,1.17,positive,slightly positive
9PzZSheh10U,14,0.08,positive,Neutral
9PzZSheh10U,15,0.64,positive,slightly positive
9PzZSheh10U,16,0.07,positive,Neutral
9PzZSheh10U,17,0.15,positive,Neutral
9PzZSheh10U,18,-0.65,negative,slightly negative
9PzZSheh10U,19,0.25,positive,Neutral
9PzZSheh10U,20,-0.94,negative,slightly negative
9PzZSheh10U,21,0.11,positive,Neutral
9PzZSheh10U,22,0.57,positive,slightly positive
9PzZSheh10U,23,1.12,positive,slightly positive
9PzZSheh10U,24,0.4,positive,Neutral
9PzZSheh10U,25,0.28,positive,Neutral
9PzZSheh10U,26,0.32,positive,Neutral
9PzZSheh10U,27,1.52,positive,positive
9PzZSheh10U,28,0.73,positive,slightly positive
9PzZSheh10U,29,-0.01,negative,Neutral
9PzZSheh10U,30,1.02,positive,slightly positive
9TAGpMywQyE,0,0.42,positive,Neutral
9cYNT_YSo8o,0,-0.53,negative,slightly negative
9cYNT_YSo8o,1,-1.82,negative,negative
9orb0lQnVW4,0,-0.47,negative,slightly negative
A1lFJXUpxZo,0,0.59,positive,slightly positive
A1lFJXUpxZo,1,0.29,positive,Neutral
A1lFJXUpxZo,2,-0.15,negative,Neutral
A1lFJXUpxZo,3,0.33,positive,Neutral
A1lFJXUpxZo,4,1.56,positive,positive
AB1PbMaW03s,0,-0.22,negative,Neutral
AB1PbMaW03s,1,0.44,positive,slightly positive
AB1PbMaW03s,2,0.06,positive,Neutral
AB1PbMaW03s,3,0.48,positive,slightly positive
AB1PbMaW03s,4,1.34,positive,positive
AB1PbMaW03s,5,0.64,positive,slightly positive
AB1PbMaW03s,6,-0.1,negative,Neutral
AB1PbMaW03s,7,0.44,positive,slightly positive
AB1PbMaW03s,8,0.71,positive,slightly positive
AB1PbMaW03s,9,-0.17,negative,Neutral
AB1PbMaW03s,10,-0.01,negative,Neutral
AHiA9hohKr8,0,0.34,positive,Neutral
AHiA9hohKr8,1,0.33,positive,Neutral
AHiA9hohKr8,2,-0.32,negative,Neutral
AHiA9hohKr8,3,0.3,positive,Neutral
AHiA9hohKr8,4,0.05,positive,Neutral
AHiA9hohKr8,5,0.6,positive,slightly positive
AHiA9hohKr8,6,-0.75,negative,slightly negative
AHiA9hohKr8,7,0.52,positive,slightly positive
AQ4Pktv4-Gc,0,0.77,positive,slightly positive
AgH84SNRx5s,0,0.95,positive,slightly positive
AgH84SNRx5s,1,0.05,positive,Neutral
AlJX3Jw3xKk,0,-0.08,negative,Neutral
AlJX3Jw3xKk,1,0.51,positive,slightly positive
An8x4UfwZ7k,0,0.46,positive,slightly positive
An8x4UfwZ7k,1,1.14,positive,slightly positive
B9oeT0K92wU,0,0.49,positive,slightly positive
BJS5KCSowgU,0,1.95,positive,positive
BJS5KCSowgU,1,2.43,positive,very positive
BJS5KCSowgU,2,-0.37,negative,Neutral
BR2pkk3TK-0,0,0.6,positive,slightly positive
BR2pkk3TK-0,1,0.71,positive,slightly positive
BRSyH6yfDLk,0,0.07,positive,Neutral
BRSyH6yfDLk,1,0.39,positive,Neutral
BRSyH6yfDLk,2,-0.35,negative,Neutral
BRSyH6yfDLk,3,-1.33,negative,negative
BRSyH6yfDLk,4,0.69,positive,slightly positive
BTjV5dU_rfY,0,1.55,positive,positive
Bpy61RdLAvo,0,-0.28,negative,Neutral
C5-cY1nPQ20,0,0.92,positive,slightly positive
C5-cY1nPQ20,1,2.04,positive,positive
C5-cY1nPQ20,2,0.23,positive,Neutral
C5-cY1nPQ20,3,0.78,positive,slightly positive
C5-cY1nPQ20,4,-0.18,negative,Neutral
C5-cY1nPQ20,5,0.57,positive,slightly positive
C5-cY1nPQ20,6,0.73,positive,slightly positive
C5-cY1nPQ20,7,-0.04,negative,Neutral
C5-cY1nPQ20,8,1.38,positive,positive
