Index,Video_id,Clip_id,Text,Label,Label_binary,Label_7,Pred,Pred_binary,Pred_7
233,f_pcplsH_V0,5,3 and actually is better than scream 2 a,1.6,positive,positive,1.3,positive,positive
234,f_pcplsH_V0,6,2 a lot of people dont like scream 2 i,0.0,negative,Neutral,-1.4,negative,negative
235,f_pcplsH_V0,7,2 i think its highly underrated,0.8,positive,slightly positive,0.91,positive,slightly positive
236,f_pcplsH_V0,8,i hated scream 3 but,-2.4,negative,very negative,-1.2,negative,slightly negative
237,f_pcplsH_V0,9,scream 3 but i think this one did beat scream 2 now,1.2,positive,slightly positive,0.18,positive,Neutral
238,f_pcplsH_V0,10,now i didnt really like the first hour that much though,-0.4,negative,Neutral,-1.93,negative,negative
239,f_pcplsH_V0,11,im sure you all remember the stab movies that were based on the scream movies or the experiences of sidney in universe so that people could comment on the killers reenacting the movies or following up the movies well in the first hour those become way way way too much of a plot point basically,-0.8,negative,slightly negative,1.09,positive,slightly positive
240,f_pcplsH_V0,12,i think xxx i want to see it,1.6,positive,positive,1.19,positive,slightly positive
241,f_pcplsH_V0,13,but it actually basically makes the characters congition not just of the genre within which they are in but of their own franchise to a ridiculous extent,-1.0,negative,slightly negative,-0.76,negative,slightly negative
242,f_pcplsH_V0,14,im just kinda like no this is going to far,-1.0,negative,slightly negative,-1.64,negative,negative
243,fvVhgmXxadc,0,it only had the potential to be a film that was both provking and action packed,-0.4,negative,Neutral,0.02,positive,Neutral
244,fvVhgmXxadc,1,but unfortunately its just an ugly wild violent unvolving and sadistic exercise,-2.8,negative,very negative,-1.1,negative,slightly negative
245,fvVhgmXxadc,2,that i got very little joy out of,-2.2,negative,very negative,-0.67,negative,slightly negative
246,fvVhgmXxadc,3,in fact i got mostly pain out of it,-2.8,negative,very negative,-2.07,negative,negative
247,fvVhgmXxadc,4,thats pretty heavily inferred in the opening sequence,0.0,negative,Neutral,-0.39,negative,Neutral
248,fvVhgmXxadc,5,when she gets there is forced to not only be trapped in the vocation that she obviously doesnt wanna be in,-0.2,negative,Neutral,-0.55,negative,slightly negative
249,fvVhgmXxadc,6,now it also takes so really creepy xxxof the fact that emily browning in this movie looks like shes underage,-1.0,negative,slightly negative,-1.35,negative,negative
250,fvVhgmXxadc,7,but i dont know,-0.5,negative,slightly negative,-1.06,negative,slightly negative
251,fvVhgmXxadc,8,that kind of looks like video game in a certain wayin fact,-0.4,negative,Neutral,-0.08,negative,Neutral
252,fvVhgmXxadc,9,the first time she goes in it looks like a japanese temple,0.0,negative,Neutral,0.13,positive,Neutral
253,fvVhgmXxadc,10,and later time she goes like a world war ii battlefield um castle this kind of pulled out of lord of the rings,-0.2,negative,Neutral,-0.17,negative,Neutral
254,fvVhgmXxadc,11,whats in her mind within her mind in a way its kind of like inception in that wayits kind,0.0,negative,Neutral,0.43,positive,slightly positive
255,fvVhgmXxadc,12,of playing with the idea whats real whats not what the matrix films did,0.2,positive,Neutral,-0.36,negative,Neutral
256,fvVhgmXxadc,13,although actually the best comparison this is this film would actually be something like pans labyrinth,0.0,negative,Neutral,0.14,positive,Neutral
257,iiK8YX8oH1E,0,its one of those romantic comedies that we all dread,-2.6,negative,very negative,1.01,positive,slightly positive
258,iiK8YX8oH1E,1,now the real star of something borrowed is ginnifer goodwin,1.2,positive,slightly positive,1.05,positive,slightly positive
259,iiK8YX8oH1E,2,kind of yells and screams through the whole movie,-1.25,negative,slightly negative,-0.26,negative,Neutral
260,iiK8YX8oH1E,3,and if you can tolerate her the rest of the movie isnt any batter,-2.0,negative,negative,-1.86,negative,negative
261,iiK8YX8oH1E,4,um it kind of follows the path of my best friends wedding 1997 julia roberts movie except it takes thirty minutes longer to deviate from the scripts of my best friends wedding,-0.4,negative,Neutral,0.08,positive,Neutral
262,iiK8YX8oH1E,5,there are some funny moments,0.2,positive,Neutral,1.3,positive,positive
263,iiK8YX8oH1E,6,but mostly its just kate hudson being very annoying,-1.6,negative,negative,-1.87,negative,negative
264,iiK8YX8oH1E,7,and i think its predictable up an to a point,-1.0,negative,slightly negative,0.69,positive,slightly positive
265,iiK8YX8oH1E,8,i think with with these kind of movies we kind of predict,0.4,positive,Neutral,1.18,positive,slightly positive
266,iiK8YX8oH1E,9,and we second guess ourselves,0.0,negative,Neutral,0.09,positive,Neutral
267,iiK8YX8oH1E,10,so i will give it points for not being exactly like my best friends wedding even at the trailer sets it up that way,1.0,positive,slightly positive,0.67,positive,slightly positive
268,iiK8YX8oH1E,11,ginnifer goodwin is fun to watch,1.8,positive,positive,2.15,positive,very positive
269,iiK8YX8oH1E,12,but i dont think shes leading material,-2.0,negative,negative,-0.99,negative,slightly negative
270,iiK8YX8oH1E,13,and like i said kate hudson couldnt be more annoying here,-1.2,negative,slightly negative,-1.34,negative,negative
271,iiK8YX8oH1E,14,if there is any silverlining in this movie its john krasinski,0.6,positive,slightly positive,1.84,positive,positive
272,iiK8YX8oH1E,15,who i dont usually like,0.0,negative,Neutral,-0.73,negative,slightly negative
273,iiK8YX8oH1E,16,but he has some of the funniest scenes in this movie,1.6,positive,positive,2.18,positive,very positive
274,iiK8YX8oH1E,17,he seems to be the only realistic character here,-1.0,negative,slightly negative,0.93,positive,slightly positive
275,jUzDDGyPkXU,0,the action is fucking awesome,2.8,positive,very positive,2.57,positive,very positive
276,jUzDDGyPkXU,1,the action is really really well directed,2.6,positive,very positive,2.5,positive,very positive
277,jUzDDGyPkXU,2,its very reminscent of district 9,0.0,negative,Neutral,0.96,positive,slightly positive
278,jUzDDGyPkXU,3,like someone watched the third act of district 9 a bunch of times like lets make this into an entire movie itll be awesome and thats pretty much what they did here,-1.6,negative,negative,1.42,positive,positive
279,jUzDDGyPkXU,4,but it didnt turn out quite nearly as awesome as that movie did,-1.2,negative,slightly negative,-0.64,negative,slightly negative
280,jUzDDGyPkXU,5,in fact this movie isnt even on the same level as district 9 nor is it um for uh black hawk down which people are comparing it to,-1.6,negative,negative,-0.76,negative,slightly negative
281,jUzDDGyPkXU,6,i didnt really see a comparison to black hawk down until like the very very end,-0.6,negative,slightly negative,-0.76,negative,slightly negative
282,jUzDDGyPkXU,7,but nevertheless another really cool thing about this movie,1.8,positive,positive,2.52,positive,very positive
283,jUzDDGyPkXU,8,the aliens are really awesome,2.8,positive,very positive,2.33,positive,very positive
284,jUzDDGyPkXU,9,they designed the aliens in a really cool unique way to make them like biotic but also mechanical,2.4,positive,very positive,1.92,positive,positive
285,jUzDDGyPkXU,10,and they have really cool technology thats really interesting to watch like make them blow up shit and you know,2.4,positive,very positive,2.42,positive,very positive
286,jUzDDGyPkXU,11,and they always like pull out something new,0.5,positive,slightly positive,0.45,positive,slightly positive
287,jUzDDGyPkXU,12,but its not always quite explained you know like everything about the aliens,-0.6,negative,slightly negative,-0.28,negative,Neutral
288,jUzDDGyPkXU,13,but they give you a good amount of information about them,0.8,positive,slightly positive,0.2,positive,Neutral
289,jUzDDGyPkXU,14,like enough that it actually is a good reason why they why theyre attacking,1.33,positive,positive,0.33,positive,Neutral
290,jUzDDGyPkXU,15,and it keeps your interests in the action scenes at least during this movie,1.2,positive,slightly positive,1.31,positive,positive
291,jUzDDGyPkXU,16,uh the dialogue is terrible,-2.8,negative,very negative,-2.31,negative,very negative
292,jUzDDGyPkXU,17,there is no good dialogue,-2.4,negative,very negative,-2.38,negative,very negative
293,jUzDDGyPkXU,18,nothing in this movie is cleverly written,2.2,positive,very positive,-0.03,negative,Neutral
294,jUzDDGyPkXU,19,everything they say just sounds so fucking stupid,-2.2,negative,very negative,-1.97,negative,negative
295,jUzDDGyPkXU,20,the only actor who can really sell their lines is erin eckart,-1.0,negative,slightly negative,0.7,positive,slightly positive
296,jUzDDGyPkXU,21,there are moments where he says something youre like that just sounded dumb as hell,-2.4,negative,very negative,-1.64,negative,negative
297,jUzDDGyPkXU,22,but he totally sells it,1.2,positive,slightly positive,1.75,positive,positive
298,jUzDDGyPkXU,23,but i kinda would have read that been like hm i mean schwarzanegger never said anything really that badass in his movies,-1.0,negative,slightly negative,-1.13,negative,slightly negative
299,jUzDDGyPkXU,24,but arite and moving on theres no character development in this movie none,-2.0,negative,negative,-1.35,negative,negative
300,jUzDDGyPkXU,25,well i can tell you right now i dont remember the names of any characters none of them were memborable and,-2.0,negative,negative,-1.26,negative,slightly negative
301,jUzDDGyPkXU,26,and they were all just really bland and forgettable,-2.0,negative,negative,-2.06,negative,negative
302,k5Y_838nuGo,0,which i was not excited to see,-1.6,negative,negative,-0.96,negative,slightly negative
303,k5Y_838nuGo,1,and it actually surprised me,1.2,positive,slightly positive,-1.21,negative,slightly negative
304,k5Y_838nuGo,2,and i have to admit i i like shrek i do,0.8,positive,slightly positive,1.81,positive,positive
305,k5Y_838nuGo,3,i like the first two shreks quite a bit,1.0,positive,slightly positive,1.27,positive,slightly positive
306,k5Y_838nuGo,4,um theyve become quite a bit overrated,-1.33,negative,negative,-1.48,negative,negative
307,k5Y_838nuGo,5,but the first two were pretty excellent,2.0,positive,positive,1.84,positive,positive
308,k5Y_838nuGo,6,the third one was a piece of crap,-2.4,negative,very negative,-2.16,negative,very negative
309,k5Y_838nuGo,7,and thats why i was not excited about the fourth one,-1.4,negative,negative,-0.68,negative,slightly negative
310,k5Y_838nuGo,8,um which actually was really good,1.8,positive,positive,1.98,positive,positive
311,k5Y_838nuGo,9,i did like the fourth one quite a bit,2.0,positive,positive,0.46,positive,slightly positive
312,k5Y_838nuGo,10,um i i did enjoy it,0.5,positive,slightly positive,1.39,positive,positive
313,k5Y_838nuGo,11,it reminded me of the first one had the same kind of vibe like the first one,0.2,positive,Neutral,-0.34,negative,Neutral
314,k5Y_838nuGo,12,and it just was better,0.6,positive,slightly positive,-0.49,negative,slightly negative
315,k5Y_838nuGo,13,maybe its the baby ogres maybe bringing in the baby ogres really brought it down,-1.8,negative,negative,-0.76,negative,slightly negative
316,k5Y_838nuGo,14,coz the first two were great and they brought in the kids and it made it more kiddy friendly movie,-0.8,negative,slightly negative,1.95,positive,positive
317,k5Y_838nuGo,15,the first two were kid movies,0.25,positive,Neutral,-0.74,negative,slightly negative
318,k5Y_838nuGo,16,but they were had adult humour i,0.8,positive,slightly positive,1.67,positive,positive
319,k5Y_838nuGo,17,humour i though that adults would appreciate,0.4,positive,Neutral,1.24,positive,slightly positive
320,k5Y_838nuGo,18,and would go over the kids heads and this is what the fourth one kind of has,-0.6,negative,slightly negative,0.05,positive,Neutral
321,k5Y_838nuGo,19,the third one was more kid humour though,0.4,positive,Neutral,0.03,positive,Neutral
322,k5Y_838nuGo,20,it didnt have that much adult humour in it,-0.2,negative,Neutral,-1.39,negative,negative
323,k5Y_838nuGo,21,um yeah the fourth one it does have kid humour definatelly its,0.4,positive,Neutral,1.63,positive,positive
324,k5Y_838nuGo,22,humour definatelly its a kids movie,-0.2,negative,Neutral,0.96,positive,slightly positive
325,k5Y_838nuGo,23,but it does have some adult humour those,0.6,positive,slightly positive,1.42,positive,positive
326,k5Y_838nuGo,24,humour those are quote in this movie that sounded so dirty coming out,-0.2,negative,Neutral,-0.4,negative,Neutral
327,k5Y_838nuGo,25,but it as great,2.0,positive,positive,1.74,positive,positive
328,k5Y_838nuGo,26,something about waffle hole am i the only one am i perverted not to think that that sounds dirty coz it totally does waffle hole,-0.8,negative,slightly negative,0.01,positive,Neutral
329,k5Y_838nuGo,27,it had me laughing out loud,2.0,positive,positive,1.83,positive,positive
330,k5Y_838nuGo,28,and i dont think that many other people were laughing about it,-0.75,negative,slightly negative,-0.56,negative,slightly negative
331,k5Y_838nuGo,29,um yeah its its better than the third one absolutely,1.6,positive,positive,1.74,positive,positive
332,k5Y_838nuGo,30,3d because my one of my cousins doesnt like the glasses,-1.0,negative,slightly negative,-0.93,negative,slightly negative
333,lXPQBPVc5Cw,0,yes when you hear johnny depp you think uh this movie has to be good,0.2,positive,Neutral,1.63,positive,positive
334,lXPQBPVc5Cw,1,im not going to lie to you it wasnt good,-2.2,negative,very negative,-1.6,negative,negative
335,lXPQBPVc5Cw,2,it was really boring to me,-2.4,negative,very negative,-1.98,negative,negative
336,lXPQBPVc5Cw,3,chuckling i mean and i dont actually go and im not being biased because i dont really go for the animated type films,-1.2,negative,slightly negative,-0.95,negative,slightly negative
337,lXPQBPVc5Cw,4,i go for like the more oldies type type films i guess like the older pixar films like toy story and all that stuff,-1.0,negative,slightly negative,0.22,positive,Neutral
338,lXPQBPVc5Cw,5,um but this one was uh i dont know i mean the story was there but sigh i dont know,-1.4,negative,negative,-1.59,negative,negative
339,lXPQBPVc5Cw,6,laughing you know a movies terrible when a person trying to review it doesnt even know what to say but i dont know this movie was,-2.8,negative,very negative,-0.84,negative,slightly negative
340,lXPQBPVc5Cw,7,uh johnny depp doing the voice was fantastic,2.6,positive,very positive,2.43,positive,very positive
341,lXPQBPVc5Cw,8,but it was just it was like im not gonna even lie to you guys i fell asleep around the middle of it and woke up like what just happened,-2.6,negative,very negative,-2.24,negative,very negative
342,lXPQBPVc5Cw,9,um its one of those movies where most of the funny parts are in the commercial you know youve seen the commercial so many times that that part isnt even funny anymore and then youre wondering where the hell is the rest of it,-2.2,negative,very negative,-1.48,negative,negative
343,lXPQBPVc5Cw,10,it wasnt there,-1.8,negative,negative,-1.23,negative,slightly negative
344,lXPQBPVc5Cw,11,it just wasnt it di did not work for me,-2.0,negative,negative,-1.93,negative,negative
345,lXPQBPVc5Cw,12,the voice acting was phenomenal,2.8,positive,very positive,2.47,positive,very positive
346,lXPQBPVc5Cw,13,but the the actual story line was just terrible,-2.2,negative,very negative,-2.42,negative,very negative
347,lXPQBPVc5Cw,14,it was so bad i just did not enjoy it,-2.8,negative,very negative,-2.35,negative,very negative
348,lXPQBPVc5Cw,15,uh i will i will actually say this right now it was a good waste of like 12 im,0.2,positive,Neutral,-2.14,negative,very negative
349,lXPQBPVc5Cw,16,12 im not even kidding i went with a bunch of friends and a movies supposed to be ten times better when youre with a bunch of friends,-1.8,negative,negative,-0.6,negative,slightly negative
350,lXPQBPVc5Cw,17,and uh my friend next to me fell asleep,-1.4,negative,negative,-1.18,negative,slightly negative
351,lXPQBPVc5Cw,18,and the two others were just bored,-1.8,negative,negative,-2.13,negative,negative
352,lXPQBPVc5Cw,19,um yeah so we were out for most of it we were talking about i was texting i just like i had absolutely the film had no draw to me,-1.8,negative,negative,-1.57,negative,negative
353,lXPQBPVc5Cw,20,the beginning started off great with a couple good jokes,1.8,positive,positive,1.59,positive,positive
354,lXPQBPVc5Cw,21,and really funny uh animation stuff it was great really funny,2.6,positive,very positive,2.41,positive,very positive
355,lXPQBPVc5Cw,22,um and then towards the middle it was like what is going on,-2.4,negative,very negative,-0.59,negative,slightly negative
356,lXPQBPVc5Cw,23,like i dont understand,-1.4,negative,negative,-1.75,negative,negative
357,lXPQBPVc5Cw,24,like i i actually felt myself checking the time cuz i was like when is this movie going to end,-2.4,negative,very negative,-1.17,negative,slightly negative
358,lXPQBPVc5Cw,25,i do not wanna see any more of this,-2.8,negative,very negative,-1.99,negative,negative
359,lXPQBPVc5Cw,26,and i tell i couldnt get out of that movie theatre fast enough,-2.8,negative,very negative,-1.84,negative,negative
360,lXPQBPVc5Cw,27,um in general um the little kids seemed to like it that were in there,0.8,positive,slightly positive,1.87,positive,positive
361,lXPQBPVc5Cw,28,but the adults were the adults that were actually attempting to watch it and the people who were my age as well were like what did i just see,-1.2,negative,slightly negative,-0.91,negative,slightly negative
362,nbWiPyCm4g0,0,city 2 and let me tell you it surpassed itself,1.2,positive,slightly positive,1.32,positive,positive
363,nbWiPyCm4g0,1,it reached the new hights of horrendous,-2.4,negative,very negative,0.19,positive,Neutral
364,nbWiPyCm4g0,2,this movie isnt just bad its diabolical,-1.8,negative,negative,-0.76,negative,slightly negative
365,nbWiPyCm4g0,3,first let me just say i saw quite a few guys at the cinema who clearly been dragged there by the girlfriends and to those guys i say would you like me to sew your balls back on for you,-2.2,negative,very negative,-0.49,negative,slightly negative
366,nbWiPyCm4g0,4,also if youre a streight man and you voluntarily willingly goo and see this film im gonna need you to light a candle say a prayer and ask yourself some questions,-1.4,negative,negative,-0.92,negative,slightly negative
367,nbWiPyCm4g0,5,this is really just a continuation of the first film,0.0,negative,Neutral,-0.56,negative,slightly negative
368,nbWiPyCm4g0,6,where the problem with that lies not entirely sure,-1.2,negative,slightly negative,-0.69,negative,slightly negative
369,nbWiPyCm4g0,7,diddums let me see if i can rustle up some symphaty yeah ive got nothing,-2.2,negative,very negative,-1.36,negative,negative
370,nbWiPyCm4g0,8,i dont know if charlotte started on made me never want to have kids or never want to have rich friends,-1.4,negative,negative,-0.4,negative,Neutral
371,nbWiPyCm4g0,9,miranda miranda was always one of the best characters,1.2,positive,slightly positive,2.03,positive,positive
372,nzpVDcQ0ywM,0,and he really seems to be channeling michael bay in this movie,0.0,negative,Neutral,1.08,positive,slightly positive
373,nzpVDcQ0ywM,1,the plot has the consistency of swiss cheese,-1.6,negative,negative,-0.23,negative,Neutral
374,nzpVDcQ0ywM,2,and its really glossed over with lots of stunning special effects and big explosions,0.8,positive,slightly positive,2.42,positive,very positive
375,nzpVDcQ0ywM,3,sigh all in all its kind of a disappointment to any of us who grew up in the 80s and are used to the toys in the cartoon,-1.6,negative,negative,-1.21,negative,slightly negative
376,nzpVDcQ0ywM,4,i feel like it almost should have had a g rating,-0.4,negative,Neutral,-0.62,negative,slightly negative
377,nzpVDcQ0ywM,5,it was really kind of dumb down for us,-1.4,negative,negative,-1.6,negative,negative
378,nzpVDcQ0ywM,6,and i hate to say that,-1.0,negative,slightly negative,-1.37,negative,negative
379,nzpVDcQ0ywM,7,i think you will really love this movie if you are 8 but,2.0,positive,positive,2.35,positive,very positive
380,nzpVDcQ0ywM,8,8 but if you are a child who grew up in that time period youre not going to enjoy this movie very much,-2.2,negative,very negative,-1.19,negative,slightly negative
381,nzpVDcQ0ywM,9,because they arent playing to you theyre playing to a new audience of kids who dont know anything about these characters in the first place,-1.0,negative,slightly negative,-0.17,negative,Neutral
382,nzpVDcQ0ywM,10,and all i can is hes a pretty average guy,0.0,negative,Neutral,-1.09,negative,slightly negative
383,nzpVDcQ0ywM,11,i dont really feel any emotional pull from him in this movie,-1.4,negative,negative,-0.53,negative,slightly negative
384,nzpVDcQ0ywM,12,marlon wayans kind of plays a watered down version of himself from other movies,-1.0,negative,slightly negative,0.33,positive,Neutral
385,nzpVDcQ0ywM,13,he does some stereotypical things like talking uh about busting a cap while flying an airplane,0.2,positive,Neutral,0.27,positive,Neutral
386,nzpVDcQ0ywM,14,and hes pretty average too,-0.6,negative,slightly negative,0.87,positive,slightly positive
387,nzpVDcQ0ywM,15,the two women in this movie are particularly good looking,1.4,positive,positive,1.67,positive,positive
388,nzpVDcQ0ywM,16,and so thats pretty entertaining,1.6,positive,positive,1.32,positive,positive
389,nzpVDcQ0ywM,17,this is a really big movie for their careers because i havent really seen them in a lot of big movies,1.2,positive,slightly positive,1.79,positive,positive
390,nzpVDcQ0ywM,18,and his performance is campy and comes off as an army cheerleader some of the time,-2.0,negative,negative,0.97,positive,slightly positive
391,nzpVDcQ0ywM,19,he is average,0.2,positive,Neutral,0.66,positive,slightly positive
392,nzpVDcQ0ywM,20,and its sh so short lived he barely needs to even be there,-1.4,negative,negative,-1.13,negative,slightly negative
393,nzpVDcQ0ywM,21,uh stormshadow is very cool,2.0,positive,positive,2.24,positive,very positive
394,nzpVDcQ0ywM,22,his fight sequences are very neat,2.0,positive,positive,2.42,positive,very positive
395,nzpVDcQ0ywM,23,and he delivers a lot of intensity,1.6,positive,positive,1.68,positive,positive
396,ob23OKe5a9Q,0,but it was a good movie,1.2,positive,slightly positive,1.99,positive,positive
397,ob23OKe5a9Q,1,id give it three stars,1.0,positive,slightly positive,1.06,positive,slightly positive
398,ob23OKe5a9Q,2,only because it was very predictable very predictable,-1.2,negative,slightly negative,-1.57,negative,negative
399,ob23OKe5a9Q,3,but very predictable,-1.5,negative,negative,-1.14,negative,slightly negative
400,ob23OKe5a9Q,4,that um i guess the only other problem i had with it was that um the jokes were really cheesy,-1.8,negative,negative,-1.49,negative,negative
401,ob23OKe5a9Q,5,i dont like cheesy jokes but cheesy jokes are most times funny cuz theyre really bad,0.0,negative,Neutral,-1.07,negative,slightly negative
402,ob23OKe5a9Q,6,so if thats the case then you should see this movie if you really like cheesy jokes predictable movies but other than that it was a perfect family movie,0.6,positive,slightly positive,2.17,positive,very positive
403,ob23OKe5a9Q,7,i would definitely take 8 or younger kids to that movie its a definite family movie,0.6,positive,slightly positive,2.2,positive,very positive
404,ob23OKe5a9Q,8,beyond this age the problem i had with the movie theatre is there were kids crying the whole time and whispering xxx does baby crying get on your nerves ever if it does wouldnt recommend going to this movie cuz theres a bunch of kids or sneak into a really late showing cuz i dont think kids are going to be out that late but thats the only problem i had with it,-1.4,negative,negative,-2.03,negative,negative
405,ob23OKe5a9Q,9,other than that it was a good movie,1.25,positive,slightly positive,1.66,positive,positive
406,ob23OKe5a9Q,10,it was cute you know the actors did a great job bringing the smurfs to life such as joe george lopez neil patrick harris katy perry and a fourth,0.8,positive,slightly positive,2.22,positive,very positive
407,ob23OKe5a9Q,11,it was a great movie and i loved it,2.8,positive,very positive,2.07,positive,positive
408,ob23OKe5a9Q,12,but i had a few problems so i didnt love it i liked it,1.25,positive,slightly positive,0.37,positive,Neutral
409,ob23OKe5a9Q,13,three stars for smurfs and stay smurfy everyone,0.8,positive,slightly positive,0.99,positive,slightly positive
410,pLTX3ipuDJI,0,nothing new is brought in those predator series no surprises no big twist no finish,-2.4,negative,very negative,0.41,positive,Neutral
411,pLTX3ipuDJI,1,i like to tease some mystery and great plot what couldve been but than all is explained and disppeares ten minutes later its just a clear remake of predator from back in 1997 with the premise being almost identical,-1.8,negative,negative,0.63,positive,slightly positive
412,pLTX3ipuDJI,2,althought what wasnt the same was the connection to each other which first movie had and this one not,-1.2,negative,slightly negative,-0.46,negative,slightly negative
413,pLTX3ipuDJI,3,in the first run they were a team and they worked together and you see the personalites this movie just pops a group of different killers down together and lets them interact poorly,-2.2,negative,very negative,-0.62,negative,slightly negative
414,pLTX3ipuDJI,4,you dont see any of the personalities when one dies you dont mourn over tham an you dont get an attachment to anybody,-2.0,negative,negative,-1.09,negative,slightly negative
415,pLTX3ipuDJI,5,of the acting nothing stands out a spectacular which is to be expected of the movie like this,-1.4,negative,negative,0.52,positive,slightly positive
416,pLTX3ipuDJI,6,but nothing sucks either which gains the movie some points i guess,0.8,positive,slightly positive,0.86,positive,slightly positive
417,pLTX3ipuDJI,7,what disappointed me was that one of the most hyped actors in the movie was only in there for short amount of time,-2.0,negative,negative,-1.94,negative,negative
418,pLTX3ipuDJI,8,and i know you cant hype a movie with an unknown actors so even if someone is in there for a few minutes you should hype them,0.0,negative,Neutral,0.19,positive,Neutral
419,pLTX3ipuDJI,9,but its just a little weak overall for me than we were looking forward to him and he was gone quickly,-1.6,negative,negative,-1.13,negative,slightly negative
420,pLTX3ipuDJI,10,although what it did do was interesting but i but it didnt make sense,0.6,positive,slightly positive,-1.76,negative,negative
421,pLTX3ipuDJI,11,he co laurence fishburne comes in and tells the characters things that only screen writers shouldve known about which gives a little more of f fony feel this whole thing,-2.0,negative,negative,0.81,positive,slightly positive
422,pLTX3ipuDJI,12,just like one of the girls tells the exact story of the first movie,-1.4,negative,negative,-0.39,negative,Neutral
423,pLTX3ipuDJI,13,its a pointless scene for the audience and the characters,-2.0,negative,negative,-1.58,negative,negative
424,pLTX3ipuDJI,14,it dosent give an give any insight or help its just make them seem like she sa she saw the first movie,-1.4,negative,negative,-1.05,negative,slightly negative
425,pLTX3ipuDJI,15,in finale i would only recommend this movie for a rental non in theater because its a low grade sequal to the 87th version and only if you like the series,-1.6,negative,negative,-0.11,negative,Neutral
426,phBUpBr1hSo,0,3 i went to this movie very very excited,1.4,positive,positive,2.49,positive,very positive
427,phBUpBr1hSo,1,im a big transformers fan,2.2,positive,very positive,1.06,positive,slightly positive
428,phBUpBr1hSo,2,i think um the movies are phenomenal especially that first one,2.8,positive,very positive,2.53,positive,very positive
429,phBUpBr1hSo,3,um i dont think that this ove got as much buzz and as much um media attention and um word of mouth you know spreading around and stuff,-0.8,negative,slightly negative,-0.76,negative,slightly negative
430,phBUpBr1hSo,4,um in interviews shia labeouf said that the second movie lacked um heart,-1.4,negative,negative,-1.62,negative,negative
431,phBUpBr1hSo,5,and he said that this new one has a lot of heart um similar to the first one,1.6,positive,positive,1.16,positive,slightly positive
432,phBUpBr1hSo,6,um after watching this movie i dont really think thats necessarily true um i think that the second movie and the third movie are very very similar um i think they tried to add a lot of heart,-1.0,negative,slightly negative,-0.09,negative,Neutral
433,phBUpBr1hSo,7,and it just seems like too much too fast i mean theyre already telling each other that love each other and talking about getting wedding rings spending the rest of their lives together they live together i mean its just way too much too fast they try to built their heart into it by you know him saying you know youre the only thing that matters in this world you know i dont care about myself you know coz she thinks hes doing crazy stuff sacrifizing his life in a then he does crazy stuff to save her and hes just like i love you you know just all the sappy blah blah stuff,-2.2,negative,very negative,-1.72,negative,negative
434,phBUpBr1hSo,8,theres too much too fast i mean we basically just get introduced to this character and you know right away um this is the first movie shes in and theyre already um you know um meant to be together forever and all that good slushy stuff,-2.0,negative,negative,0.74,positive,slightly positive
435,phBUpBr1hSo,9,this movie seemed um a little long,-1.4,negative,negative,-0.96,negative,slightly negative
436,phBUpBr1hSo,10,i love my movies to be long,2.0,positive,positive,1.83,positive,positive
437,phBUpBr1hSo,11,i dont think a movie can ever be too long um you know i like you know the dark night was you know two hours and forty five minutes you know and titanic you know all those movies a avatar all those movies that you know three hours and you know thats fine by me i love long movies,1.8,positive,positive,-0.08,negative,Neutral
438,phBUpBr1hSo,12,um im passionate about movies so thats fine,0.8,positive,slightly positive,1.13,positive,slightly positive
439,phBUpBr1hSo,13,but this one seemed long at some at some parts,-1.2,negative,slightly negative,-0.97,negative,slightly negative
440,phBUpBr1hSo,14,some parts just kind of dragged on you kind of you know sit in the movie theater and this is a big action movie one of the biggest movies of the summer and you kind of just wanted to you know rest your head while watched um coz some of the sequences and some of the scenes were just kind of long,-2.2,negative,very negative,-0.4,negative,Neutral
441,phBUpBr1hSo,15,and you just kind of like ok lets get to it we know whats gonna happen lets go ahead and do it,-1.6,negative,negative,0.01,positive,Neutral
442,phBUpBr1hSo,16,um the action was great you know not too much not too little just um just enough action,2.0,positive,positive,2.23,positive,very positive
443,phBUpBr1hSo,17,um the story was all right,0.8,positive,slightly positive,0.65,positive,slightly positive
444,phBUpBr1hSo,18,but pretty good script,2.0,positive,positive,0.98,positive,slightly positive
445,phBUpBr1hSo,19,i dont think it was as good as the first one obviously i i think the first movie was just fantastic,-1.25,negative,slightly negative,1.68,positive,positive
446,phBUpBr1hSo,20,um maybe im part with the second one maybe im little behind that but it was it was pretty good story,0.8,positive,slightly positive,1.68,positive,positive
447,rnaNMUZpvvg,0,the verdict is stupid and a complete waste of money,-2.6,negative,very negative,-2.05,negative,negative
448,rnaNMUZpvvg,1,but it was a fun experience going,2.25,positive,very positive,1.83,positive,positive
449,rnaNMUZpvvg,2,like i didnt expect it to be good,-0.8,negative,slightly negative,-0.07,negative,Neutral
450,rnaNMUZpvvg,3,but its just such a waste of money for them like when i see the movie thats obviously had a very big budget and it is like not even good it makes me angry coz im just like why are you wasting so much money,-2.4,negative,very negative,-2.02,negative,negative
451,rnaNMUZpvvg,4,it wasnt even holding my attention,-2.8,negative,very negative,-1.48,negative,negative
452,rnaNMUZpvvg,5,i could barely stay awake through the movie,-2.6,negative,very negative,-1.23,negative,slightly negative
453,rnaNMUZpvvg,6,i honestly wanted the aliens to win,-0.4,negative,Neutral,-0.15,negative,Neutral
454,rnaNMUZpvvg,7,all the characters were just so unlikable just,-1.6,negative,negative,-2.19,negative,very negative
